name,level,value,computedValue,fallback,feedbackValue,deprecatedComment,value.font-family,value.font-weight,value.line-height,value.font-size,value.letter-spacing,computedValue.font-family,computedValue.font-weight,computedValue.line-height,computedValue.font-size,computedValue.letter-spacing
base.palette.soap.300,base,#e8ebed,#e8ebed,{base.palette.slate.100},oklch(0.9447 0.0053 248.12 / 1),"replace soap300 with {base.palette.slate.100}. Prefer to replace with `sys.color.bg.alt.default` if used as a background color, or `sys.color.border.input.inverse` if used as a border color.",,,,,,,,,,
base.palette.soap.400,base,#DFE2E6,#DFE2E6,{base.palette.slate.200},oklch(0.917 0.0081 254 / 1),"replace soap400 with {base.palette.slate.200}. Prefer to replace with `sys.color.bg.alt.strong` if used as a background color, or `sys.color.border.divider` if used as a border color.",,,,,,,,,,
base.palette.soap.500,base,#ced3d9,#ced3d9,{base.palette.slate.300},oklch(0.856 0.0111 256.85 / 1),"replace soap500 with {base.palette.slate.300}. Prefer to replace with `sys.color.bg.alt.stronger` if used as a background color, or `sys.color.border.container` if used as a border color.",,,,,,,,,,
base.palette.soap.600,base,#B9C0C7,#B9C0C7,{base.palette.slate.300},oklch(0.856 0.0111 256.85 / 1),replace soap600 with {base.palette.slate.300},,,,,,,,,,
base.palette.french-vanilla.100,base,#ffffff,#ffffff,{base.palette.neutral.0},oklch(1 0 0 / 1),"replace french-vanilla100 with {base.palette.neutral.0}. Prefer to replace with `sys.color.bg.default` if used as a background color, or `sys.color.fg.default` if used as a foreground (text/icon) color, or `sys.color.border.default` if used as a border color.",,,,,,,,,,
base.palette.french-vanilla.200,base,#ebebeb,#ebebeb,{base.palette.neutral.100},oklch(0.9431 0 0 / 1),replace french-vanilla200 with {base.palette.neutral.100},,,,,,,,,,
base.palette.french-vanilla.300,base,#d4d4d4,#d4d4d4,{base.palette.neutral.200},oklch(0.8699 0 0 / 1),replace french-vanilla300 with {base.palette.neutral.200},,,,,,,,,,
base.palette.french-vanilla.400,base,#bdbdbd,#bdbdbd,{base.palette.neutral.300},oklch(0.8015 0 0 / 1),replace french-vanilla400 with {base.palette.neutral.300},,,,,,,,,,
base.palette.french-vanilla.500,base,#a6a6a6,#a6a6a6,{base.palette.neutral.400},oklch(0.72 0 0 / 1),replace french-vanilla500 with {base.palette.neutral.400},,,,,,,,,,
base.palette.french-vanilla.600,base,#8f8f8f,#8f8f8f,{base.palette.neutral.500},oklch(0.6234 0 0 / 1),replace french-vanilla600 with {base.palette.neutral.500},,,,,,,,,,
base.palette.black-pepper.100,base,#787878,#787878,{base.palette.neutral.500},oklch(0.6234 0 0 / 1),replace black-pepper100 with {base.palette.neutral.500},,,,,,,,,,
base.palette.black-pepper.200,base,#616161,#616161,{base.palette.neutral.700},oklch(0.4494 0 0 / 1),replace black-pepper200 with {base.palette.neutral.700},,,,,,,,,,
base.palette.black-pepper.300,base,#494949,#494949,{base.palette.neutral.800},oklch(0.3523 0 0 / 1),replace black-pepper300 with {base.palette.neutral.800}. Prefer to replace with `sys.color.fg.default` if used as a foreground (text/icon) color.,,,,,,,,,,
base.palette.black-pepper.400,base,#333333,#333333,{base.palette.neutral.900},oklch(0.2891 0 0 / 1),"replace black-pepper400 with {base.palette.neutral.900}. Prefer to replace with `sys.color.bg.contrast.default` if used as a contrast background color, or `sys.color.fg.strong` if used as a foreground (text/icon) color, or `sys.color.border.contrast.default` if used as a border color.",,,,,,,,,,
base.palette.black-pepper.500,base,#1e1e1e,#1e1e1e,{base.palette.neutral.950},oklch(0.2308 0 0 / 1),"replace black-pepper500 with {base.palette.neutral.950}. Prefer to replace with `sys.color.bg.contrast.strong` if used as a contrast background color, or `sys.color.fg.stronger` if used as a foreground (text/icon) color, or `sys.color.border.contrast.strong` if used as a border color.",,,,,,,,,,
base.palette.black-pepper.600,base,#000000,#000000,{base.palette.neutral.1000},oklch(0 0 0 / 1),replace black-pepper600 with {base.palette.neutral.1000},,,,,,,,,,
base.palette.coconut.100,base,#F0EEEE,#F0EEEE,,,replace coconut100 with appropriate replacement color,,,,,,,,,,
base.palette.coconut.200,base,#e3dfdf,#e3dfdf,,,replace coconut200 with appropriate replacement color,,,,,,,,,,
base.palette.coconut.300,base,#d1cbcc,#d1cbcc,,,replace coconut300 with appropriate replacement color,,,,,,,,,,
base.palette.coconut.400,base,#b3acac,#b3acac,,,replace coconut400 with appropriate replacement color,,,,,,,,,,
base.palette.coconut.500,base,#9e9595,#9e9595,,,replace coconut500 with appropriate replacement color,,,,,,,,,,
base.palette.coconut.600,base,#8F8687,#8F8687,,,replace coconut600 with appropriate replacement color,,,,,,,,,,
base.palette.cappuccino.100,base,#7A7374,#7A7374,,,replace cappuccino100 with appropriate replacement color,,,,,,,,,,
base.palette.cappuccino.200,base,#706869,#706869,,,replace cappuccino200 with appropriate replacement color,,,,,,,,,,
base.palette.cappuccino.300,base,#5E5757,#5E5757,,,replace cappuccino300 with appropriate replacement color,,,,,,,,,,
base.palette.cappuccino.400,base,#4A4242,#4A4242,,,replace cappuccino400 with appropriate replacement color,,,,,,,,,,
base.palette.cappuccino.500,base,#352f2f,#352f2f,,,replace cappuccino500 with appropriate replacement color,,,,,,,,,,
base.palette.cappuccino.600,base,#231f20,#231f20,,,replace cappuccino600 with appropriate replacement color,,,,,,,,,,
base.unit,base,0.25rem,0.25rem,,,Use {base.baseline} instead for consistent sizing calculations,,,,,,,,,,
base.extended.palette.dragon-fruit.100,base,#fbf5ff,#fbf5ff,{base.palette.purple.25},oklch(0.9776 0.0147 312 / 1),"replace dragon-fruit100 with {base.palette.purple.25}. Prefer to replace it with ai system tokens: `sys.color.bg.ai.*`, `sys.color.border.ai` or `sys.color.text.ai`.",,,,,,,,,,
base.extended.palette.dragon-fruit.200,base,#f1d5ff,#f1d5ff,{base.palette.purple.100},oklch(0.909 0.0637 314.43 / 1),"replace dragon-fruit200 with {base.palette.purple.100}. Prefer to replace it with ai system tokens: `sys.color.bg.ai.*`, `sys.color.border.ai` or `sys.color.text.ai`.",,,,,,,,,,
base.extended.palette.dragon-fruit.300,base,#736bff,#736bff,{base.palette.indigo.500},oklch(0.615 0.2131 280.7 / 1),"replace dragon-fruit300 with {base.palette.indigo.500}. Prefer to replace it with ai system tokens: `sys.color.bg.ai.*`, `sys.color.border.ai` or `sys.color.text.ai`.",,,,,,,,,,
base.extended.palette.dragon-fruit.400,base,#5f4ae6,#5f4ae6,{base.palette.indigo.600},oklch(0.5289 0.2241 281.65 / 1),"replace dragon-fruit400 with {base.palette.indigo.600}. Prefer to replace it with ai system tokens: `sys.color.bg.ai.*`, `sys.color.border.ai` or `sys.color.text.ai`.",,,,,,,,,,
base.extended.palette.dragon-fruit.500,base,#4e3ec2,#4e3ec2,{base.palette.indigo.700},oklch(0.466 0.1961 280.9 / 1),"replace dragon-fruit500 with {base.palette.indigo.700}. Prefer to replace it with ai system tokens: `sys.color.bg.ai.*`, `sys.color.border.ai` or `sys.color.text.ai`.",,,,,,,,,,
base.extended.palette.dragon-fruit.600,base,#272077,#272077,{base.palette.indigo.900},oklch(0.317 0.142 278.2 / 1),"replace dragon-fruit600 with {base.palette.indigo.900}. Prefer to replace it with ai system tokens: `sys.color.bg.ai.*`, `sys.color.border.ai` or `sys.color.text.ai`.",,,,,,,,,,
base.level,base,2,2,,,Use explicit size tokens instead of calculated type ramp values,,,,,,,,,,
base.font-size.25,base,0.625rem,0.625rem,,,Use system instead,,,,,,,,,,
base.font-size.50,base,{base.font-size.25} + {base.typescale.size.default},0.625rem + 0.125rem,,,Use system instead,,,,,,,,,,
base.font-size.75,base,{base.font-size.50} + {base.typescale.size.default},0.625rem + 0.125rem + 0.125rem,,,Use system instead,,,,,,,,,,
base.font-size.100,base,{base.font-size.75} + {base.typescale.size.default},0.625rem + 0.125rem + 0.125rem + 0.125rem,,,Use system instead,,,,,,,,,,
base.font-size.125,base,{base.font-size.100} + {base.typescale.size.default},0.625rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem,,,Use system instead,,,,,,,,,,
base.font-size.150,base,{base.font-size.125} + {base.typescale.size.default},0.625rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem,,,Use system instead,,,,,,,,,,
base.font-size.200,base,{base.font-size.150} + {base.typescale.size.heading},0.625rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem * 2,,,Use system instead,,,,,,,,,,
base.font-size.250,base,{base.font-size.200} + {base.typescale.size.heading},0.625rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem * 2 + 0.125rem * 2,,,Use system instead,,,,,,,,,,
base.font-size.300,base,{base.font-size.250} + {base.typescale.size.heading},0.625rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem * 2 + 0.125rem * 2 + 0.125rem * 2,,,Use system instead,,,,,,,,,,
base.font-size.400,base,{base.font-size.300} + {base.typescale.size.title},0.625rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem * 2 + 0.125rem * 2 + 0.125rem * 2 + 0.125rem * 2 * 2,,,Use system instead,,,,,,,,,,
base.font-size.500,base,{base.font-size.400} + {base.typescale.size.title},0.625rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem * 2 + 0.125rem * 2 + 0.125rem * 2 + 0.125rem * 2 * 2 + 0.125rem * 2 * 2,,,Use system instead,,,,,,,,,,
base.font-size.600,base,{base.font-size.500} + {base.typescale.size.title},0.625rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem * 2 + 0.125rem * 2 + 0.125rem * 2 + 0.125rem * 2 * 2 + 0.125rem * 2 * 2 + 0.125rem * 2 * 2,,,Use system instead,,,,,,,,,,
base.font-size.750,base,{base.font-size.600} + {base.typescale.size.display},0.625rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem * 2 + 0.125rem * 2 + 0.125rem * 2 + 0.125rem * 2 * 2 + 0.125rem * 2 * 2 + 0.125rem * 2 * 2 + 0.125rem * 2 * 2 * 2,,,Use system instead,,,,,,,,,,
base.font-size.900,base,{base.font-size.750} + {base.typescale.size.display},0.625rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem * 2 + 0.125rem * 2 + 0.125rem * 2 + 0.125rem * 2 * 2 + 0.125rem * 2 * 2 + 0.125rem * 2 * 2 + 0.125rem * 2 * 2 * 2 + 0.125rem * 2 * 2 * 2,,,Use system instead,,,,,,,,,,
base.font-size.1050,base,{base.font-size.900} + {base.typescale.size.display},0.625rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem + 0.125rem * 2 + 0.125rem * 2 + 0.125rem * 2 + 0.125rem * 2 * 2 + 0.125rem * 2 * 2 + 0.125rem * 2 * 2 + 0.125rem * 2 * 2 * 2 + 0.125rem * 2 * 2 * 2 + 0.125rem * 2 * 2 * 2,,,Use {base.size.1100} for consistent spacing and sizing,,,,,,,,,,
base.line-height.50,base,16,16,,,Use system instead,,,,,,,,,,
base.line-height.100,base,20,20,,,Use system instead,,,,,,,,,,
base.line-height.150,base,24,24,,,Use system instead,,,,,,,,,,
base.line-height.200,base,28,28,,,Use system instead,,,,,,,,,,
base.line-height.250,base,32,32,,,Use system instead,,,,,,,,,,
base.line-height.300,base,36,36,,,Use system instead,,,,,,,,,,
base.line-height.350,base,40,40,,,Use system instead,,,,,,,,,,
base.line-height.400,base,48,48,,,Use system instead,,,,,,,,,,
base.line-height.500,base,56,56,,,Use system instead,,,,,,,,,,
base.line-height.600,base,64,64,,,Use system instead,,,,,,,,,,
base.line-height.750,base,72,72,,,Use system instead,,,,,,,,,,
base.line-height.900,base,88,88,,,Use system instead,,,,,,,,,,
base.line-height.1050,base,104,104,,,Use system instead,,,,,,,,,,
base.typescale.size.default,base,0.125rem,0.125rem,,,,,,,,,,,,,
base.typescale.size.heading,base,{base.typescale.size.default} * {base.level},0.125rem * 2,,,,,,,,,,,,,
base.typescale.size.title,base,{base.typescale.size.heading} * {base.level},0.125rem * 2 * 2,,,,,,,,,,,,,
base.typescale.size.display,base,{base.typescale.size.title} * {base.level},0.125rem * 2 * 2 * 2,,,,,,,,,,,,,
base.typescale.height.default,base,0.25rem,0.25rem,,,,,,,,,,,,,
base.typescale.height.title,base,{base.typescale.height.default} * {base.level},0.25rem * 2,,,,,,,,,,,,,
base.typescale.height.display,base,1rem,1rem,,,,,,,,,,,,,
brand.primary.base,brand,{base.palette.blue.600},oklch(0.5198 0.1782 256.11 / 1),{brand.primary.600},oklch(0.5198 0.1782 256.11 / 1),replace primary.base with {brand.primary.600},,,,,,,,,,
brand.primary.lightest,brand,{base.palette.blue.25},oklch(0.969 0.0155 248.07 / 1),{brand.primary.25},oklch(0.969 0.0155 248.07 / 1),replace primary.lightest with {brand.primary.25},,,,,,,,,,
brand.primary.darkest,brand,{base.palette.blue.800},oklch(0.3908 0.128 256 / 1),{brand.primary.800},oklch(0.3908 0.128 256 / 1),replace primary.darkest with {brand.primary.800},,,,,,,,,,
brand.primary.dark,brand,{base.palette.blue.700},oklch(0.4658 0.1562 255.5 / 1),{brand.primary.700},oklch(0.4658 0.1562 255.5 / 1),replace primary.dark with {brand.primary.700},,,,,,,,,,
brand.primary.accent,brand,{base.palette.neutral.0},oklch(1 0 0 / 1),{sys.color.fg.inverse},oklch(1 0 0 / 1),replace primary.accent with {sys.color.fg.inverse},,,,,,,,,,
brand.primary.lighter,brand,{base.palette.blue.50},oklch(0.9523 0.0239 248.12 / 1),{brand.primary.50},oklch(0.9523 0.0239 248.12 / 1),replace primary.lighter with {brand.primary.50},,,,,,,,,,
brand.primary.light,brand,{base.palette.blue.200},oklch(0.8627 0.0701 250.6 / 1),{brand.primary.200},oklch(0.8627 0.0701 250.6 / 1),replace primary.light with {brand.primary.200},,,,,,,,,,
brand.error.base,brand,{base.palette.red.600},oklch(0.5342 0.2172 29.53 / 1),{brand.critical.600},oklch(0.5342 0.2172 29.53 / 1),replace error.base with {brand.critical.600},,,,,,,,,,
brand.error.lightest,brand,{base.palette.red.25},oklch(0.9667 0.0163 21.82 / 1),{brand.critical.25},oklch(0.9667 0.0163 21.82 / 1),replace error.lightest with {brand.critical.25},,,,,,,,,,
brand.error.dark,brand,{base.palette.red.700},oklch(0.4517 0.1847 28.2 / 1),{brand.critical.700},oklch(0.4517 0.1847 28.2 / 1),replace error.dark with {brand.critical.700},,,,,,,,,,
brand.error.darkest,brand,{base.palette.red.800},oklch(0.3712 0.1509 26.08 / 1),{brand.critical.800},oklch(0.3712 0.1509 26.08 / 1),replace error.darkest with {brand.critical.800},,,,,,,,,,
brand.error.accent,brand,{base.palette.neutral.0},oklch(1 0 0 / 1),{sys.color.fg.inverse},oklch(1 0 0 / 1),replace error.accent with {sys.color.fg.inverse},,,,,,,,,,
brand.error.lighter,brand,{base.palette.red.50},oklch(0.9533 0.0231 23.95 / 1),{brand.critical.50},oklch(0.9533 0.0231 23.95 / 1),replace error.lighter with {brand.critical.50},,,,,,,,,,
brand.error.light,brand,{base.palette.red.200},oklch(0.8339 0.092 28.19 / 1),{brand.critical.200},oklch(0.8339 0.092 28.19 / 1),replace error.light with {brand.critical.200},,,,,,,,,,
brand.alert.base,brand,{base.palette.amber.400},oklch(0.7909 0.1711 70.15 / 1),{brand.caution.400},oklch(0.7909 0.1711 70.15 / 1),replace alert.base with {brand.caution.400},,,,,,,,,,
brand.alert.lighter,brand,{base.palette.amber.50},oklch(0.969 0.0619 101.63 / 1),{brand.caution.50},oklch(0.969 0.0619 101.63 / 1),replace alert.lighter with {brand.caution.50},,,,,,,,,,
brand.alert.lightest,brand,{base.palette.amber.25},oklch(0.9779 0.0214 95.33 / 1),{brand.caution.25},oklch(0.9779 0.0214 95.33 / 1),replace alert.lightest with {brand.caution.25},,,,,,,,,,
